id	review
"18805_0"	"Although Cary Grant is justifiably remembered as a screen legend (indeed he was probably the most adept of any of his contemporaries at romantic comedy), it seems criminal that Irene Dunne is almost forgotten these days. This is the second and most lightweight of three very fruitful screen pairings they had during this period - the other two are the even more insane divorce farce, \"The Awful Truth\", from 1937 and 1941's child adoption tearjerker, \"Penny Serenade\". With her insinuating laugh and sophisticated but down-to-earth manner, she is a wonderful screwball heroine, even if she lacks the haughty glamour of Katharine Hepburn or the brazen beauty of Carole Lombard.<br /><br />Here Dunne plays Ellen Wagstaff Arden returning home after seven years shipwrecked on a desert island. The problem is that her husband Nick has just gotten remarried to a high maintenance socialite named Bianca. Further complications ensue when it's disclosed that Ellen was not alone on the island and that her companion was an athletic Adonis named Stephen Burkett, of course a bachelor. The ending is obvious from the beginning, but there are some hilarious set pieces along the way, in particular, when Ellen recruits a timid shoe salesman to impersonate Stephen and also when her ruse is exposed as the real Stephen pops up from the country club swimming pool. In 1940, the same year he made classics like \"The Philadelphia Story\" and \"His Girl Friday\", Grant is at the top of his game, and Dunne matches him every step of the way. It does seem a bit of a stretch to think that the principal characters would be celibate for seven long years, but such was 1930's Hollywood convention.<br /><br />Randolph Scott gamely plays the dumb-as-dirt Stephen, an ironic choice given the rumors of the actor's relationship with Grant. As Bianca, the glamorously venomous Gail Patrick - expert at such roles from classics like \"My Man Godfrey\" and \"Stage Door\" - knows her fate in the movie but doesn't really show her talons until the courtroom scene. In scene-stealing bits are Granville Bates as the frustrated judge and Donald MacBride as the confused hotel clerk. The only drawbacks are the overly precocious children played hammily by Scotty Beckett and Mary Lou Harrington. Directed with comic mastery by Leo McCarey, it's a frothy confection from a bygone era, and the far inferior 1963 Doris Day remake only proves how unmatchable Grant and Dunne are. The DVD has a surprisingly pristine print transfer, and extras include an unrelated comic short featuring humorist Robert Bentley and a condensed 1950 broadcast of the movie featuring Grant and Dunne."
"19873_0"	"You really would think that no other film musical documentary could possibly top THAT'S ENTERTAINMENT. Come on--it's got personal appearances by a host of stars, and some of the most famous and best-loved clips ever. Including, you know, the singing in the rain bit from SINGIN' IN THE RAIN. Could it get any better?<br /><br />Well, THAT'S ENTERTAINMENT II certainly tries its darned hardest to be better. Not a single clip is repeated from the first film in the trilogy, and watching this film really makes you realise just how much talent was all focused in the one studio from the 30s through to the 50s. Judy Garland admiring Fred Astaire's Easter bonnet in EASTER PARADE, Garland and Astaire sailing up the avenue as 'A Couple Of Swells' in the same film, Gene Kelly and Garland dueting on FOR ME AND MY GAL, Ann Miller and Bob Fosse in KISS ME KATE, a montage of musicals before colour, a Garland tribute, a Spencer Tracy/Katharine Hepburn love-fest... this film unabashedly brings them all (and much much more) together. There are a couple of clunkers, of course, like Bobby Van hopping like a maniacal rabbit-freak through the town, or the token Esther Williams number. But as you listen to Garland sing 'Have Yourself A Merry Little Christmas', or Frank Sinatra croon his way through 'I Fall In Love Too Easily', and see Gene tap dance on skates as naturally as if he had been born with them strapped on... again you're struck with just how special an era this was in film-making, one that unfortunately is lost to the rest of us except through video and DVD.<br /><br />And I know that this isn't the most popular of opinions, but I think THAT'S ENTERTAINMENT II not only matches but far surpasses the original. There was nothing special about the first film--its only gimmick was the coup it had managed in bringing all these glorious film legends back together to talk about their work. The only caveat was that the incredible personalities behind the stars just couldn't shine through except with some pretty special people... otherwise, they were all reading off a pre-written script. Kind of dampening, really. <br /><br />THAT'S ENTERTAINMENT II, on the other hand, is a small but successful exercise in creativity: from the title sequence through to Gene Kelly's direction of the new footage between himself and Astaire. It's also a delight for fans of both Astaire and Kelly when these two dancing men, you know... dance together again. Sure, they're not as nimble and quicksilver as they used to be, and some of the lyrics they're singing are--well, the only word for it is corny. But there's no denying that both these men have a kind of screen charisma that doesn't disappear with time, and having them both onscreen together, singing... now that really *is* entertainment as it should be. In the final scene they tell us that the best films have the audience leaving the film with a glow. How right they are.<br /><br />Quite simply, THAT'S ENTERTAINMENT II is sheer, perfect nostalgia bottled and kept simmering, just waiting for an audience. About the only flaw with it is that it simply couldn't be better than its source material... but that's also what's so good about this film. It makes you want to go out and rent all the others... and still watch it over again just to revel in Astaire and Kelly being onscreen together for the first time since 'The Babbitt and The Bromide' in ZIEGFELD FOLLIES almost three decades ago.<br /><br />What more could you ask for?"
"24929_0"	"I saw this one when I was in high school. I had been warned ahead of time, but I liked classical music, including Grieg, and ignored the warnings. I remember several things about it that really sum the film up, in my opinion.<br /><br />1. The photography was stunning. Snow, fjords, and Norwegian towns and scenery were really pretty, as were the folk costumes. <br /><br />2. Grieg's music was nice to listen to, though as in all films about composers, they only give samplings.<br /><br />Those are the good parts. The bad parts were what sank the boat. There wasn't much of a story. Greig's life wasn't as exciting as many other composers lives, and a lot was padded to keep the story going for 2 or 3 hours. I remember a lot of overacting as well. But the worst part of all was the directing. Forever emblazoned upon my memory is the hideously clichéd scene where Grieg, his wife, and someone else spread their arms and run across a green field, stop on a hillock, and spin around to face the audience. Then they do the same thing again - and again! If that's not enough to make you give up, then nothing is."
"16047_0"	"Before I saw this film I read an interview with Donnie Yen where he said that he puts his blood and passion into everyshot. I think he was indeed very passionate about this film. While I don't think it is perfect it is a great stylished modern gun-fu action film. Hardcore action fans maybe bummed about the pace. I think it is just right.<br /><br />The improvement from Donnie's first two films is right on the screen. I do think his other films are good, don't get me wrong. Having recently seen princess blade on the big screen I think what I like about Donnie yen's fight scenes is they are very much a part of the film. The fights come from a balenced sense of cinema and Kung Fu.<br /><br />Miramax needs to give Donnie the budget and put him behind the camera on a high brow Iron monkey 2. Watching blasstic kiss should give them faith."
"38418_0"	"This surprisingly primitive 'streamliner' comedy from the Roach Studios -- with the collapse of the comedy short subject market in the mid-thirties, Hal Roach decided to go into feature production, first with films like the TOPPER series and later with second features that timed in at less than an hour -- contains all the standard cheap comedy motifs, including a Murphy Bed -- and runs through them in a rather mechanical fashion as made-it-from-scratch taxi fleet owners William Bendix and Joe Sawyer get tangled up with a girl who tries to kill herself and declares herself their responsibility. The dialogue direction limps and although there are some good gags in the opening scenes, including a music-hating music critic and Jack Norton playing his usual fine comic drunk, there isn't that much in the way of laughs to recommend this piece."
"1216_0"	"This rather dark film noir with its uneasy comics (Roscoe Ates, Nana Bryant, and Billy House who even repeats his checkers trick from The Stranger) and desperate heroine (Mary Beth Hughes), is further strengthened by the forceful performance of Charles Russell who manages to make his rather ambivalent drifter somewhat sympathetic. Admittedly, he is helped in this goal by the obnoxious loudmouth and light-on-brains Mike, who, whether by accident or design, is made even more repulsive than the screenplay requires by the over-enthusiastic acting of Dale Belding. Fortunately, when the script gives her a chance, Mary Beth Hughes comes to the rescue with her animated portrait of the girl who wants to escape her small town \"prison\".<br /><br />In keeping with the nocturnal atmosphere of the radio series, most of the action takes place at night. However, although the picture is big on atmosphere, despite its obviously limited budget, it is somewhat deficient in characterization and motivation. The screenplay overstates the one-dimensional comic interludes, but dwells little on the forces that drive the main characters. Why does Russell murder the girl? Is it an accident? Self-defense? The script hints at these factors. But why hint? And what is the background to this meeting? So many questions remain unanswered."
"47584_0"	"this movie isn't that great...at all but it's good when you want to just laugh, because it's pretty ridiculous :) there are a lot of mistakes in it and it's cheesy. i got this movie for Christmas like 5 years ago but for some reason i've never given it away. i guess i just like it for a rainy day even though i only watch it like once a year. This is a very 90's movie so it's really funny to see how everyone dresses and acts. this movie is good for someone young...although come to think of it, i didn't even like it much when i was like 12 but that's just my personal opinion. the movie was really predictable. i wish it had had some extra weird twists but i guess it was trying to be an appropriate movie for everyone to enjoy. i think it was appropriate for the whole family but Hallie's dress was a bit unmodest but certainly appropriate enough for family material."
"36364_0"	"Well it's Friday the 13th and by the remake is so retarded.Jason is Back!!But...... HE'S RETARDED!I'm So sorry all of you Jason fans but this just disappoints my butt.The only thing that Friday The 13th Part 12 Deserved in Media is a video game.Yes..a video game.Now Friday The 13th is classical 80's series in a creepy sorted of way.Now Other Series in the 80's Like Batman,Halloween,and Nightmare on Elm Stereet are 80's that don't lie.I kind of enjoyed the new Halloween Derectied by Rob Zombie but this is BAAAAAAAAAAAAAAAAAAAAAAAD! Hahaahahahahahah! Next Review: Superman Returns (2006)<br /><br />Sigend:The Angry Video game Nerd."
"27165_0"	"I'm not sure how to describe this bizarre, but beautiful movie.<br /><br />First, it's long. Just one minute under three hours. And it's not exactly fast-paced either. If sci-fi for you means action, spaceships and interplanetary intrigue, give this one a miss. In fact, although the cover describes it as \"The cult BBC Science Fiction film\", I'd hesitate to call it science fiction; indeed, I'd hesitate to label it anything at all.<br /><br />And it's definitely flawed. The dialogue is riddled with melodrama and pretentious poetry; the camera-work sophomoric, and the editing clumsy. And yet the effect shines through: the movie has an eerie, otherworldly quality, where trivial details (such as an old lady glaring at a noisy conversation in a library) seem to take on ominous significance.<br /><br />And so, if you have the patience, you'll get sucked in to this movie. It's mysterious, and beautiful. But don't expect to come out satisfied. Although there is a plot, it is far from clear. The story moves from one surreal incident to another, each connected but seldom shedding any light on its predecessor; even at the end, when it appears that our protagonists have triumphed, it's far from clear what exactly they've triumphed over, and most loose ends are left firmly untied.<br /><br />Hywel Bennett does a fine job as as the somewhat petulant author caught up in a situation that might have been co-written by Kafka and Philip K Dick. Dinah Stabb perhaps succumbs a little to her melodramatic script; Dan O'Herlihy brings an artistic gravitas to his role. A cameo from a very young Daniel Day-Lewis, and a supporting role by Sting, add a bit of celebrity interest.<br /><br />Overall, Artemis '81 reminded me more than anything of Twin Peaks (which was made nearly a decade later, and, curiously, also featured Dan O'Herlihy) - the same sense of explanation hidden just around the corner, and another reality just half-glimpsed and poorly understood. I don't think everyone will enjoy this movie, but I certainly did."
"30121_0"	"Director-star Orson Welles also adapted Isak Dinesen's rather pointless book about an aged millionaire recluse living in China who tells his employee of an incredible story he heard while in the service regarding a rich, dying man, his terrible wife and a sailor-stud. The employee explains that this tale is just a legend, but the millionaire aims to make it fact. The sexual implications in the narrative aren't ignored by Welles, though they are tip-toed around (probably due to the restrictions of 1968), and when Welles as the \"old gentleman\" finds himself the perfect boy to complete his plan, it's hard not to smirk when he calls the bottle-blonde \"a fine looking sailor\" and then offers him money. Who needs Jeanne Moreau when these two are hitting it off so well? ** from ****"
"27344_0"	"This is probably Jean-Claude van Damme at his sexiest. The best thing is that he's a prisoner, and there's no suggestion that he was wrongfully imprisoned. He starts off as a bad boy, but of course his tough exterior melts away to reveal his inner sentimentality when he meets a widow and her two children, one of which is played by one of those hideous Culkins."
"22955_0"	"This is the first movie which is Rayesque to the core.One of his most obvious permanent feature really appears for the first time: the search for a father.The relationship Bogart/Derek is intense (after the death of the biological one)and predates those of \"Run for cover\" (John Derek again playing opposite Cagney) and \"Rebel without a cause \" (Remember Plato to Jim and Judy: \"I wish you could be my parents\" )But I could also mention the Mitchum/Kennedy relationship in \" lusty men\" or even Heston and the Chinese girl in \"55 days at Peking\" .Or James Mason and his (biological this time) in \"bigger than life\".Emma's character predates The Rayesque young girl ,the one you meet again in \"they live by night\" (note how Allene Roberts resembles Cathy O'Donnell).Allene Roberts' beaming face and her hope against hope are the only ray of light in a dark tragical story.<br /><br />Like Fritz Lang,Nicholas Ray put the blame on the society.Nick was born under a bad sign ,like many of the director's heroes.John Derek gives an intense performance climaxing in the scene in the court when his wife's suicide is revealed.Bogart shines as his lawyer (he's more convincing in this kind of part than he was in \"marked woman\").<br /><br />Excellent screenplay with a superb editing ;many contemporary movies (such as the brilliant \"Usual suspects\" ) might have been influenced by the first scenes.Note that the story begins during the cast and credits ,which shows that Ray ,when he was on top of his game,did not know filler."
"42398_0"	"I hate this movie!!! Why do they use the good name of Stephen King just to sell some bad movies like this one. What does this have to do with the other great movies??? Rename it to Sometimes They Come Back... For No Reasons At All, Sometimes They Come Back... When Their Heads Should Be Buried In The Ground!!!!"
"20779_0"	"I read self-help books, I study religions and spirituality, and I thought this was a funny movie. Movies such as these teach us to not take life so seriously. It would seem that anyone who claims to have any sense of spirituality or enlightenment, and was offended by this movie, doesn't really understand Truth. To be pro the movie, or neutral to the movie is one thing, but to attack the movie, to be against the movie, would seem to be self-defeating. Attacking the movie gives energy (and publicity) to it, for which, I'm sure the makers are very grateful. I thought the headlines of certain people being 'outraged' by the movie were as humorous as the movie. Deepak knows...he took it in good fun."
"34189_0"	"Somewhat entertaining. The movie is essentially plot -driven. The plot is incredulous at best but when it has holes in it there isn't much left. The bit with the birds is a major flaw. Homing pigeons \"home\" to one location only. They will not fly back & forth. In my mind the romance at the end is also totally unbelievable. 4/10"
